Source,Target,weight
63475,1419525,0.3333333333333333
63475,1423987,0.3333333333333333
63475,1424028,0.3333333333333333
63475,1425913,0.3333333333333333
63475,1441463,0.3333333333333333
63475,1456395,0.3333333333333333
63475,1523741,0.3333333333333333
63475,1540347,0.3333333333333333
63475,1587365,0.3333333333333333
63475,1599676,0.3333333333333333
63475,1622411,0.19999999999999998
63475,1623103,0.6666666666666666
63475,1624317,0.3333333333333333
63475,1733178,0.3333333333333333
63475,1788101,0.3333333333333333
63475,1835312,0.3333333333333333
63475,1837798,0.19999999999999998
63475,1880423,0.3333333333333333
63475,1916016,0.3333333333333333
63475,1921728,0.3333333333333333
63475,2075742,0.3333333333333333
63475,2142501,0.3333333333333333
63533,133731,0.26666666666666666
63533,282945,0.26666666666666666
63533,32358,0.3333333333333333
63533,74393,0.3333333333333333
63533,77311,0.26666666666666666
63533,79473,0.19999999999999998
63533,80659,0.3333333333333333
63533,86964,0.26666666666666666
63533,86972,0.26666666666666666
63533,87571,0.26666666666666666
63533,88624,0.26666666666666666
63533,89273,0.6666666666666666
63533,90089,0.19999999999999998
63533,116770,0.26666666666666666
63533,131470,0.26666666666666666
63533,198736,0.26666666666666666
63533,214079,0.26666666666666666
63533,272283,0.26666666666666666
63533,284207,0.26666666666666666
63533,301223,0.26666666666666666
63533,306209,0.3333333333333333
63533,307226,0.26666666666666666
63533,312920,0.26666666666666666
63533,335463,0.26666666666666666
63533,348243,0.26666666666666666
63533,358068,0.26666666666666666
63533,378371,0.26666666666666666
63533,629365,0.26666666666666666
63533,751215,0.26666666666666666
63533,929848,0.26666666666666666
63533,1000695,0.26666666666666666
63533,1141567,0.26666666666666666
63533,1335229,0.26666666666666666
63533,1339880,0.26666666666666666
63533,1339983,0.26666666666666666
63533,1339984,0.26666666666666666
63533,1345874,0.26666666666666666
63533,1360844,0.26666666666666666
63533,1360909,0.26666666666666666
63533,1367909,0.26666666666666666
63533,1372160,0.26666666666666666
63533,1381296,0.19999999999999998
63533,1386209,0.26666666666666666
63533,1387256,0.26666666666666666
63533,1389057,0.26666666666666666
63533,1392112,0.26666666666666666
63533,1401203,0.26666666666666666
63533,1419525,0.26666666666666666
63533,1423987,0.26666666666666666
63533,1424028,0.26666666666666666
63533,1435849,0.26666666666666666
63533,1441463,0.26666666666666666
63533,1468906,0.26666666666666666
63533,1523741,0.26666666666666666
63533,1540347,0.26666666666666666
63533,1587365,0.26666666666666666
63533,1623103,0.26666666666666666
63533,1624317,0.26666666666666666
63533,1681607,0.26666666666666666
63533,1733178,0.26666666666666666
63533,1788101,0.26666666666666666
63533,1921728,0.26666666666666666
63533,2039826,0.26666666666666666
67712,84089,0.19999999999999998
67712,89273,0.3333333333333333
67712,93574,0.3333333333333333
67712,174624,0.19999999999999998
67712,216899,0.19999999999999998
67712,259783,0.19999999999999998
67712,306864,0.19999999999999998
67712,307355,0.3333333333333333
67712,400461,0.19999999999999998
67712,427111,0.19999999999999998
67712,444359,0.19999999999999998
67712,460057,0.3333333333333333
67712,890984,0.3333333333333333
67712,1360970,0.19999999999999998
67712,1360976,0.19999999999999998
67712,1472840,0.19999999999999998
67712,1677022,0.19999999999999998
67712,1806266,0.19999999999999998
67712,2058549,0.19999999999999998
67712,2151453,0.19999999999999998
72604,86964,0.3333333333333333
72604,95758,0.26666666666666666
72604,75438,0.26666666666666666
72604,84078,0.3333333333333333
72604,91393,0.26666666666666666
72604,184856,0.19999999999999998
72604,933811,0.19999999999999998
72604,1335689,0.19999999999999998
72604,1363878,0.19999999999999998
72604,1391252,0.19999999999999998
72604,1778149,0.19999999999999998
84078,95758,0.26666666666666666
84078,62119,0.3333333333333333
84078,184856,0.19999999999999998
84078,329819,0.3333333333333333
84078,933811,0.19999999999999998
84078,1335689,0.19999999999999998
84078,1363878,0.19999999999999998
84078,1778149,0.19999999999999998
84089,23067,0.3333333333333333
84089,47317,0.3333333333333333
84089,70128,0.3333333333333333
84089,174624,0.3333333333333333
84089,216899,0.3333333333333333
84089,259783,0.3333333333333333
84089,282945,0.3333333333333333
84089,292974,0.26666666666666666
84089,306864,0.3333333333333333
84089,345939,0.3333333333333333
84089,400461,0.3333333333333333
84089,427111,0.3333333333333333
84089,890984,0.19999999999999998
84089,1062551,0.3333333333333333
84089,1360970,0.3333333333333333
84089,1360976,0.3333333333333333
84089,1370769,0.3333333333333333
84089,1374079,0.3333333333333333
84089,1472840,0.3333333333333333
84089,1677022,0.3333333333333333
84089,1806266,0.3333333333333333
84089,1940665,0.3333333333333333
84089,2058549,0.3333333333333333
84089,2151453,0.3333333333333333
86964,133731,0.3333333333333333
86964,1218673,0.3333333333333333
86964,8622,0.26666666666666666
86964,25780,0.5333333333333333
86964,282945,0.3333333333333333
86964,8069,0.3333333333333333
86964,29595,0.26666666666666666
86964,2141,0.3333333333333333
86964,33443,0.19999999999999998
86964,79473,0.3333333333333333
86964,86071,0.19999999999999998
86964,86084,0.3333333333333333
86964,86305,0.3333333333333333
86964,87571,0.19999999999999998
86964,91279,0.3333333333333333
86964,92521,0.26666666666666666
86964,95758,0.3333333333333333
86964,116770,0.3333333333333333
86964,131470,0.19999999999999998
86964,152214,0.26666666666666666
86964,198736,0.3333333333333333
86964,214079,0.3333333333333333
86964,261760,0.3333333333333333
86964,272283,0.3333333333333333
86964,283404,0.26666666666666666
86964,284207,0.3333333333333333
86964,295740,0.3333333333333333
86964,301223,0.3333333333333333
86964,306209,0.26666666666666666
86964,307226,0.3333333333333333
86964,307480,0.3333333333333333
86964,312920,0.3333333333333333
86964,335463,0.3333333333333333
86964,348243,0.3333333333333333
86964,358068,0.3333333333333333
86964,378371,0.3333333333333333
86964,400789,0.26666666666666666
86964,474134,0.3333333333333333
86964,629365,0.3333333333333333
86964,660653,0.26666666666666666
86964,682196,0.3333333333333333
86964,811839,0.3333333333333333
86964,823214,0.26666666666666666
86964,929848,0.3333333333333333
86964,1141567,0.3333333333333333
86964,1335731,0.3333333333333333
86964,1339880,0.3333333333333333
86964,1345874,0.3333333333333333
86964,1360844,0.3333333333333333
86964,1360909,0.3333333333333333
86964,1367909,0.3333333333333333
86964,1372160,0.3333333333333333
86964,1386209,0.3333333333333333
86964,1388818,0.19999999999999998
86964,1389057,0.3333333333333333
86964,1401203,0.3333333333333333
86964,1407315,0.19999999999999998
86964,1419525,0.3333333333333333
86964,1423987,0.3333333333333333
86964,1424028,0.3333333333333333
86964,1441463,0.3333333333333333
86964,1481907,0.3333333333333333
86964,1481923,0.3333333333333333
86964,1503333,0.3333333333333333
86964,1523741,0.3333333333333333
86964,1540347,0.3333333333333333
86964,1553653,0.3333333333333333
86964,1587365,0.3333333333333333
86964,1620468,0.19999999999999998
86964,1623103,0.3333333333333333
86964,1624317,0.3333333333333333
86964,1638989,0.13333333333333333
86964,1672494,0.3333333333333333
86964,1706013,0.3333333333333333
86964,1710325,0.19999999999999998
86964,1722348,0.3333333333333333
86964,1733178,0.3333333333333333
86964,1761418,0.3333333333333333
86964,1777896,0.3333333333333333
86964,1778318,0.3333333333333333
86964,1788101,0.3333333333333333
86964,1921728,0.3333333333333333
87571,133731,0.19999999999999998
87571,282945,0.19999999999999998
87571,32358,0.26666666666666666
87571,85537,0.26666666666666666
87571,12291,0.26666666666666666
87571,33417,0.26666666666666666
87571,47317,0.6
87571,83214,0.5333333333333333
87571,116770,0.19999999999999998
87571,131470,0.3333333333333333
87571,198736,0.19999999999999998
87571,198788,0.3333333333333333
87571,214079,0.19999999999999998
87571,272283,0.19999999999999998
87571,284207,0.19999999999999998
87571,301223,0.19999999999999998
87571,306209,0.26666666666666666
87571,307226,0.19999999999999998
87571,312920,0.19999999999999998
87571,335463,0.19999999999999998
87571,348243,0.19999999999999998
87571,358068,0.19999999999999998
87571,378371,0.19999999999999998
87571,629365,0.19999999999999998
87571,929848,0.19999999999999998
87571,1000695,0.26666666666666666
87571,1141567,0.19999999999999998
87571,1339880,0.19999999999999998
87571,1345874,0.19999999999999998
87571,1356726,0.3333333333333333
87571,1360844,0.19999999999999998
87571,1360909,0.19999999999999998
87571,1367909,0.19999999999999998
87571,1372160,0.19999999999999998
87571,1386209,0.19999999999999998
87571,1389057,0.19999999999999998
87571,1394021,0.3333333333333333
87571,1401203,0.19999999999999998
87571,1419525,0.19999999999999998
87571,1423987,0.19999999999999998
87571,1424028,0.19999999999999998
87571,1441463,0.19999999999999998
87571,1523741,0.19999999999999998
87571,1540347,0.19999999999999998
87571,1587365,0.19999999999999998
87571,1623103,0.19999999999999998
87571,1624317,0.19999999999999998
87571,1733178,0.19999999999999998
87571,1788101,0.19999999999999998
87571,1794611,0.19999999999999998
87571,1921728,0.19999999999999998
95758,8622,0.26666666666666666
95758,29595,0.26666666666666666
95758,72825,0.26666666666666666
95758,184856,0.26666666666666666
95758,297864,0.3333333333333333
95758,312920,0.3333333333333333
95758,381091,0.3333333333333333
95758,703841,0.3333333333333333
95758,933811,0.26666666666666666
95758,983399,0.26666666666666666
95758,1335689,0.26666666666666666
95758,1342739,0.3333333333333333
95758,1359965,0.3333333333333333
95758,1363878,0.26666666666666666
95758,1366679,0.3333333333333333
95758,1621340,0.3333333333333333
95758,1647825,0.3333333333333333
95758,1770743,0.3333333333333333
95758,1778149,0.26666666666666666
95758,1808872,0.3333333333333333
95758,2147807,0.26666666666666666
95758,2147809,0.26666666666666666
116770,133731,0.3333333333333333
116770,282945,0.3333333333333333
116770,131470,0.19999999999999998
116770,198736,0.3333333333333333
116770,214079,0.3333333333333333
116770,272283,0.3333333333333333
116770,284207,0.3333333333333333
116770,301223,0.3333333333333333
116770,306209,0.26666666666666666
116770,307226,0.3333333333333333
116770,312920,0.3333333333333333
116770,335463,0.3333333333333333
116770,348243,0.3333333333333333
116770,358068,0.3333333333333333
116770,378371,0.3333333333333333
116770,629365,0.3333333333333333
116770,929848,0.3333333333333333
116770,1141567,0.3333333333333333
116770,1339880,0.3333333333333333
116770,1345874,0.3333333333333333
116770,1360844,0.3333333333333333
116770,1360909,0.3333333333333333
116770,1367909,0.3333333333333333
116770,1372160,0.3333333333333333
116770,1386209,0.3333333333333333
116770,1389057,0.3333333333333333
116770,1401203,0.3333333333333333
116770,1419525,0.3333333333333333
116770,1423987,0.3333333333333333
116770,1424028,0.3333333333333333
116770,1441463,0.3333333333333333
116770,1523741,0.3333333333333333
116770,1540347,0.3333333333333333
116770,1587365,0.3333333333333333
116770,1623103,0.3333333333333333
116770,1624317,0.3333333333333333
116770,1733178,0.3333333333333333
116770,1788101,0.3333333333333333
116770,1921728,0.3333333333333333
131470,133731,0.19999999999999998
131470,282945,0.19999999999999998
131470,335216,0.3333333333333333
131470,8069,0.26666666666666666
131470,28946,0.3333333333333333
131470,31542,0.3333333333333333
131470,32358,0.3333333333333333
131470,60552,0.3333333333333333
131470,68655,0.26666666666666666
131470,89848,0.26666666666666666
131470,75438,0.3333333333333333
131470,86084,0.26666666666666666
131470,152211,0.19999999999999998
131470,196662,0.3333333333333333
131470,198736,0.19999999999999998
131470,214079,0.19999999999999998
131470,272283,0.4666666666666666
131470,284207,0.19999999999999998
131470,301223,0.19999999999999998
131470,306209,0.26666666666666666
131470,307226,0.19999999999999998
131470,312920,0.19999999999999998
131470,335463,0.19999999999999998
131470,343014,0.3333333333333333
131470,348243,0.19999999999999998
131470,351175,0.26666666666666666
131470,358068,0.5333333333333333
131470,378371,0.4666666666666666
131470,381091,0.26666666666666666
131470,453941,0.26666666666666666
131470,571834,0.3333333333333333
131470,629365,0.19999999999999998
131470,660657,0.3333333333333333
131470,823214,0.26666666666666666
131470,929848,0.19999999999999998
131470,1141567,0.19999999999999998
131470,1218615,0.26666666666666666
131470,1269413,0.26666666666666666
131470,1339880,0.19999999999999998
131470,1345874,0.19999999999999998
131470,1355463,0.26666666666666666
131470,1358754,0.26666666666666666
131470,1360844,0.19999999999999998
131470,1360909,0.19999999999999998
131470,1367909,0.19999999999999998
131470,1372160,0.19999999999999998
131470,1382530,0.26666666666666666
131470,1386209,0.19999999999999998
131470,1389057,0.19999999999999998
131470,1401203,0.19999999999999998
131470,1419525,0.19999999999999998
131470,1423987,0.19999999999999998
131470,1424028,0.19999999999999998
131470,1441463,0.19999999999999998
131470,1456395,0.26666666666666666
131470,1523741,0.19999999999999998
131470,1540347,0.19999999999999998
131470,1587365,0.19999999999999998
131470,1623103,0.19999999999999998
131470,1624317,0.19999999999999998
131470,1733178,0.19999999999999998
131470,1788101,0.19999999999999998
131470,1835312,0.26666666666666666
131470,1916016,0.26666666666666666
131470,1921728,0.19999999999999998
131470,2075742,0.26666666666666666
133731,95311,0.19999999999999998
133731,182999,0.26666666666666666
133731,198736,0.3333333333333333
133731,214079,0.3333333333333333
133731,272283,0.3333333333333333
133731,282945,0.3333333333333333
133731,284207,0.3333333333333333
133731,301223,0.3333333333333333
133731,306209,0.26666666666666666
133731,307226,0.3333333333333333
133731,312920,0.3333333333333333
133731,335463,0.3333333333333333
133731,348243,0.3333333333333333
133731,358068,0.3333333333333333
133731,378371,0.3333333333333333
133731,629365,0.3333333333333333
133731,707853,0.3333333333333333
133731,929848,0.3333333333333333
133731,1141567,0.3333333333333333
133731,1339880,0.3333333333333333
133731,1345796,0.3333333333333333
133731,1345874,0.3333333333333333
133731,1360844,0.3333333333333333
133731,1360909,0.3333333333333333
133731,1363312,0.3333333333333333
133731,1367909,0.3333333333333333
133731,1372160,0.3333333333333333
133731,1386209,0.3333333333333333
133731,1389057,0.3333333333333333
133731,1392276,0.3333333333333333
133731,1401203,0.3333333333333333
133731,1419525,0.3333333333333333
133731,1423987,0.3333333333333333
133731,1424028,0.3333333333333333
133731,1441463,0.3333333333333333
133731,1442147,0.3333333333333333
133731,1461472,0.3333333333333333
133731,1523741,0.3333333333333333
133731,1540347,0.3333333333333333
133731,1587365,0.3333333333333333
133731,1623103,0.3333333333333333
133731,1624317,0.3333333333333333
133731,1733178,0.3333333333333333
133731,1788101,0.3333333333333333
133731,1921728,0.3333333333333333
174624,95311,0.3333333333333333
174624,84995,0.26666666666666666
174624,126744,0.3333333333333333
174624,216899,0.3333333333333333
174624,220964,0.3333333333333333
174624,259783,0.3333333333333333
174624,272283,0.3333333333333333
174624,306864,0.3333333333333333
174624,318304,0.19999999999999998
174624,400461,0.3333333333333333
174624,427111,0.3333333333333333
174624,472240,0.3333333333333333
174624,765875,0.3333333333333333
174624,890984,0.19999999999999998
174624,1348090,0.3333333333333333
174624,1360970,0.3333333333333333
174624,1360976,0.3333333333333333
174624,1395936,0.3333333333333333
174624,1395942,0.3333333333333333
174624,1418955,0.3333333333333333
174624,1472840,0.3333333333333333
174624,1537296,0.3333333333333333
174624,1623103,0.3333333333333333
174624,1677022,0.3333333333333333
174624,1806266,0.3333333333333333
174624,1830933,0.3333333333333333
174624,1928197,0.3333333333333333
174624,2058549,0.3333333333333333
174624,2151453,0.3333333333333333
184856,8069,0.3333333333333333
184856,89369,0.26666666666666666
184856,571834,0.3333333333333333
184856,88624,0.26666666666666666
184856,89418,0.26666666666666666
184856,32853,0.26666666666666666
184856,81174,0.3333333333333333
184856,83214,0.26666666666666666
184856,89185,0.26666666666666666
184856,89307,0.26666666666666666
184856,255905,0.19999999999999998
184856,352683,0.3333333333333333
184856,707842,0.3333333333333333
184856,933811,0.3333333333333333
184856,964526,0.3333333333333333
184856,1004953,0.3333333333333333
184856,1027372,0.3333333333333333
184856,1143597,0.3333333333333333
184856,1283900,0.19999999999999998
184856,1335320,0.3333333333333333
184856,1335689,0.3333333333333333
184856,1347152,0.3333333333333333
184856,1347541,0.3333333333333333
184856,1351804,0.3333333333333333
184856,1354596,0.3333333333333333
184856,1358754,0.3333333333333333
184856,1358765,0.3333333333333333
184856,1363878,0.3333333333333333
184856,1375591,0.3333333333333333
184856,1382159,0.3333333333333333
184856,1393160,0.3333333333333333
184856,1394499,0.3333333333333333
184856,1411540,0.3333333333333333
184856,1527241,0.3333333333333333
184856,1676954,0.3333333333333333
184856,1722027,0.3333333333333333
184856,1763880,0.3333333333333333
184856,1778149,0.3333333333333333
184856,1790495,0.3333333333333333
184856,1838145,0.3333333333333333
184856,2066797,0.3333333333333333
184856,2091556,0.3333333333333333
184856,2150544,0.3333333333333333
198736,282945,0.3333333333333333
198736,78689,0.3333333333333333
198736,84727,0.26666666666666666
198736,214079,0.3333333333333333
198736,272283,0.3333333333333333
198736,284207,0.3333333333333333
198736,301223,0.3333333333333333
198736,306209,0.26666666666666666
198736,307226,0.3333333333333333
198736,312920,0.3333333333333333
198736,335463,0.3333333333333333
198736,348243,0.3333333333333333
198736,358068,0.3333333333333333
198736,378371,0.3333333333333333
198736,629365,0.3333333333333333
198736,676362,0.3333333333333333
198736,929848,0.3333333333333333
198736,1141567,0.3333333333333333
198736,1334499,0.3333333333333333
198736,1339880,0.3333333333333333
198736,1345874,0.3333333333333333
198736,1360844,0.3333333333333333
198736,1360909,0.3333333333333333
198736,1367909,0.3333333333333333
198736,1372160,0.3333333333333333
198736,1386209,0.3333333333333333
198736,1389057,0.3333333333333333
198736,1390631,0.3333333333333333
198736,1390638,0.3333333333333333
198736,1393148,0.3333333333333333
198736,1401203,0.3333333333333333
198736,1419525,0.3333333333333333
198736,1423987,0.3333333333333333
198736,1424028,0.3333333333333333
198736,1441463,0.3333333333333333
198736,1523741,0.3333333333333333
198736,1536100,0.3333333333333333
198736,1540347,0.3333333333333333
198736,1587365,0.3333333333333333
198736,1623103,0.3333333333333333
198736,1624317,0.3333333333333333
198736,1733178,0.3333333333333333
198736,1788101,0.3333333333333333
198736,1921728,0.3333333333333333
214079,130583,0.26666666666666666
214079,282945,0.3333333333333333
214079,83761,0.3333333333333333
214079,212715,0.26666666666666666
214079,272283,0.3333333333333333
214079,284207,0.3333333333333333
214079,288503,0.26666666666666666
214079,301223,0.3333333333333333
214079,306209,0.26666666666666666
214079,307226,0.3333333333333333
214079,312920,0.3333333333333333
214079,335463,0.3333333333333333
214079,348243,0.3333333333333333
214079,358068,0.3333333333333333
214079,378371,0.3333333333333333
214079,453903,0.26666666666666666
214079,629365,0.3333333333333333
214079,764606,0.26666666666666666
214079,929848,0.3333333333333333
214079,1141567,0.3333333333333333
214079,1339880,0.3333333333333333
214079,1345874,0.3333333333333333
214079,1360844,0.3333333333333333
214079,1360909,0.3333333333333333
214079,1367909,0.3333333333333333
214079,1372160,0.3333333333333333
214079,1386209,0.3333333333333333
214079,1389057,0.3333333333333333
214079,1395942,0.26666666666666666
214079,1401203,0.3333333333333333
214079,1419525,0.3333333333333333
214079,1423316,0.19999999999999998
214079,1423987,0.3333333333333333
214079,1424028,0.3333333333333333
214079,1441463,0.3333333333333333
214079,1523741,0.3333333333333333
214079,1540347,0.3333333333333333
214079,1587365,0.3333333333333333
214079,1623103,0.3333333333333333
214079,1624317,0.3333333333333333
214079,1631889,0.19999999999999998
214079,1733178,0.3333333333333333
214079,1788101,0.3333333333333333
214079,1792127,0.26666666666666666
214079,1921728,0.3333333333333333
216899,259783,0.3333333333333333
216899,306864,0.3333333333333333
216899,400461,0.3333333333333333
216899,427111,0.3333333333333333
216899,890984,0.19999999999999998
216899,1360970,0.3333333333333333
216899,1360976,0.3333333333333333
216899,1472840,0.3333333333333333
216899,1677022,0.3333333333333333
216899,1806266,0.3333333333333333
216899,2058549,0.3333333333333333
216899,2151453,0.3333333333333333
259783,306864,0.3333333333333333
259783,400461,0.3333333333333333
259783,427111,0.3333333333333333
259783,890984,0.19999999999999998
259783,1360970,0.3333333333333333
259783,1360976,0.3333333333333333
259783,1472840,0.3333333333333333
259783,1677022,0.3333333333333333
259783,1806266,0.3333333333333333
259783,2058549,0.3333333333333333
259783,2151453,0.3333333333333333
272283,95311,0.3333333333333333
272283,282945,0.3333333333333333
272283,335216,0.26666666666666666
272283,8069,0.19999999999999998
272283,28946,0.26666666666666666
272283,31542,0.26666666666666666
272283,32358,0.26666666666666666
272283,44631,0.3333333333333333
272283,60552,0.26666666666666666
272283,68655,0.19999999999999998
272283,89848,0.19999999999999998
272283,79622,0.19999999999999998
272283,83214,0.26666666666666666
272283,89273,0.26666666666666666
272283,126744,0.3333333333333333
272283,163281,0.3333333333333333
272283,220964,0.3333333333333333
272283,256043,0.3333333333333333
272283,284207,0.3333333333333333
272283,286419,0.26666666666666666
272283,287421,0.3333333333333333
272283,289113,0.3333333333333333
272283,301223,0.3333333333333333
272283,306209,0.26666666666666666
