ID,longitude,latitude
101,-122.4194155,37.7749295
8638,-122.4194155,37.7749295
20279,-122.4194155,37.7749295
20998,-122.4194155,37.7749295
30414,-122.4194155,37.7749295
31240,-122.4246535,37.798577
57579,-122.4246535,37.798577
63814,-122.4246535,37.798577
64626,-122.4194155,37.7749295
64651,-122.4246535,37.798577
64892,-122.4246535,37.798577
65652,-122.4194155,37.7749295
67712,-122.4194155,37.7749295
68848,-122.4246535,37.798577
69782,-122.4246535,37.798577
73044,-122.4246535,37.798577
76228,-122.4246535,37.798577
77918,-122.4246535,37.798577
79674,-122.4246535,37.798577
80782,-122.4246535,37.798577
81370,-122.4246535,37.798577
83750,-122.4194155,37.7749295
83791,-122.4194155,37.7749295
83936,-122.4194155,37.7749295
84089,-122.4194155,37.7749295
88234,-122.4246535,37.798577
91192,-122.4246535,37.798577
91213,-122.4246535,37.798577
95311,-122.4246535,37.798577
125447,-122.4194155,37.7749295
128217,-122.4246535,37.798577
130512,-122.4194155,37.7749295
130583,-122.4194155,37.7749295
131276,-122.4246535,37.798577
133731,-122.4194155,37.7749295
136568,-122.4194155,37.7749295
138316,-122.4194155,37.7749295
141326,-122.4246535,37.798577
141758,-122.4246535,37.798577
141850,-122.4194155,37.7749295
146242,-122.4246535,37.798577
154551,-122.4194155,37.7749295
174624,-122.4194155,37.7749295
196189,-122.4246535,37.798577
209966,-122.4194155,37.7749295
216899,-122.4246535,37.798577
259783,-122.4194155,37.7749295
262110,-122.4246535,37.798577
268217,-122.4246535,37.798577
272375,-122.4194155,37.7749295
284296,-122.4246535,37.798577
284335,-122.4246535,37.798577
286383,-122.4246535,37.798577
287529,-122.4194155,37.7749295
288184,-122.4246535,37.798577
289236,-122.4246535,37.798577
290934,-122.4246535,37.798577
291120,-122.4194155,37.7749295
298967,-122.4194155,37.7749295
300705,-122.4246535,37.798577
306439,-122.4246535,37.798577
306864,-122.4246535,37.798577
307183,-122.4246535,37.798577
335221,-122.4246535,37.798577
337298,-122.4246535,37.798577
349638,-122.4194155,37.7749295
357309,-122.4194155,37.7749295
400461,-122.4194155,37.7749295
427110,-122.4194155,37.7749295
427111,-122.4194155,37.7749295
461407,-122.4194155,37.7749295
552627,-122.4194155,37.7749295
570566,-122.4246535,37.798577
621386,-122.4194155,37.7749295
658585,-122.4194155,37.7749295
672401,-122.4246535,37.798577
706505,-122.4194155,37.7749295
707198,-122.4194155,37.7749295
707853,-122.4194155,37.7749295
711677,-122.4194155,37.7749295
739435,-122.4194155,37.7749295
890984,-122.4246535,37.798577
940358,-122.4246535,37.798577
968381,-122.4246535,37.798577
995357,-122.4246535,37.798577
1147281,-122.4194155,37.7749295
1218673,-122.4246535,37.798577
1268202,-122.4194155,37.7749295
1304967,-122.4194155,37.7749295
1327065,-122.4194155,37.7749295
1338407,-122.4194155,37.7749295
1341321,-122.4194155,37.7749295
1345838,-122.4194155,37.7749295
1345853,-122.4194155,37.7749295
1345861,-122.4194155,37.7749295
1346176,-122.4194155,37.7749295
1346182,-122.4194155,37.7749295
1346185,-122.4194155,37.7749295
1358626,-122.4194155,37.7749295
1360967,-122.4194155,37.7749295
1360970,-122.4194155,37.7749295
1360976,-122.4194155,37.7749295
1364497,-122.4194155,37.7749295
1364957,-122.4194155,37.7749295
1376027,-122.4194155,37.7749295
1376029,-122.4194155,37.7749295
1382508,-122.4194155,37.7749295
1390390,-122.4194155,37.7749295
1392276,-122.4194155,37.7749295
1392278,-122.4194155,37.7749295
1410398,-122.4194155,37.7749295
1412357,-122.4194155,37.7749295
1412823,-122.4194155,37.7749295
1414542,-122.4194155,37.7749295
1417983,-122.4194155,37.7749295
1419610,-122.4194155,37.7749295
1426111,-122.4194155,37.7749295
1457651,-122.4194155,37.7749295
1461472,-122.4194155,37.7749295
1472840,-122.4194155,37.7749295
1480735,-122.4194155,37.7749295
1602376,-122.4194155,37.7749295
1614354,-122.4194155,37.7749295
1627503,-122.4194155,37.7749295
1660515,-122.4194155,37.7749295
1675230,-122.4194155,37.7749295
1677022,-122.4194155,37.7749295
1677031,-122.4194155,37.7749295
1679301,-122.4194155,37.7749295
1715625,-122.4194155,37.7749295
1756585,-122.4194155,37.7749295
1775895,-122.4194155,37.7749295
1778240,-122.4194155,37.7749295
1789053,-122.4194155,37.7749295
1791221,-122.4194155,37.7749295
1794743,-122.4194155,37.7749295
1806266,-122.4194155,37.7749295
1900595,-122.4194155,37.7749295
1957548,-122.4194155,37.7749295
2034996,-122.4194155,37.7749295
2058549,-122.4194155,37.7749295
2061177,-122.4194155,37.7749295
2061178,-122.4194155,37.7749295
2061180,-122.4194155,37.7749295
2067392,-122.4194155,37.7749295
2090943,-122.4194155,37.7749295
2151453,-122.4194155,37.7749295
337,-122.4194155,37.7749295
8622,-122.4194155,37.7749295
17615,-122.4194155,37.7749295
25780,-122.4194155,37.7749295
66883,-122.4194155,37.7749295
70712,-122.4246535,37.798577
70881,-122.4194155,37.7749295
77203,-122.4246535,37.798577
79132,-122.4246535,37.798577
87066,-122.4246535,37.798577
87917,-122.4246535,37.798577
89294,-122.4194155,37.7749295
90949,-122.4246535,37.798577
94570,-122.4194155,37.7749295
96789,-122.4246535,37.798577
102575,-122.4246535,37.798577
102728,-122.4194155,37.7749295
103847,-122.4194155,37.7749295
107899,-122.4246535,37.798577
138057,-122.4246535,37.798577
142197,-122.4246535,37.798577
151982,-122.4246535,37.798577
272002,-122.4194155,37.7749295
282945,-122.4246535,37.798577
293952,-122.4246535,37.798577
294541,-122.4194155,37.7749295
294555,-122.4194155,37.7749295
314886,-122.4246535,37.798577
319213,-122.4246535,37.798577
335216,-122.4194155,37.7749295
428044,-122.4194155,37.7749295
660965,-122.4246535,37.798577
965549,-122.4246535,37.798577
1147544,-122.4246535,37.798577
1285477,-122.4194155,37.7749295
1353743,-122.4194155,37.7749295
1354695,-122.4194155,37.7749295
1359377,-122.4194155,37.7749295
1364824,-122.4194155,37.7749295
1379303,-122.4194155,37.7749295
1384637,-122.4194155,37.7749295
1386112,-122.4194155,37.7749295
1399778,-122.4194155,37.7749295
1400874,-122.4194155,37.7749295
1413204,-122.4194155,37.7749295
1585058,-122.4194155,37.7749295
1638207,-122.4194155,37.7749295
1673558,-122.4194155,37.7749295
1774215,-122.4194155,37.7749295
485,-122.4194155,37.7749295
2266,-122.4194155,37.7749295
3053,-122.4246535,37.798577
3898,-122.4194155,37.7749295
3905,-122.4194155,37.7749295
5294,-122.4194155,37.7749295
6504,-122.4194155,37.7749295
6649,-122.4194155,37.7749295
7127,-122.4246535,37.798577
7180,-122.4194155,37.7749295
7527,-122.4194155,37.7749295
7529,-122.4194155,37.7749295
8069,-122.4194155,37.7749295
8593,-122.4194155,37.7749295
9823,-122.4194155,37.7749295
10273,-122.4194155,37.7749295
10928,-122.4194155,37.7749295
11064,-122.4246535,37.798577
11989,-122.4194155,37.7749295
13247,-122.4246535,37.798577
16464,-122.4246535,37.798577
18391,-122.4194155,37.7749295
20359,-122.4194155,37.7749295
23162,-122.4246535,37.798577
23719,-122.4194155,37.7749295
24203,-122.4246535,37.798577
26597,-122.4194155,37.7749295
28946,-122.4194155,37.7749295
29271,-122.4246535,37.798577
29511,-122.4246535,37.798577
29595,-122.4246535,37.798577
30492,-122.4246535,37.798577
30520,-122.4246535,37.798577
31542,-122.4194155,37.7749295
32075,-122.4194155,37.7749295
32139,-122.4194155,37.7749295
32358,-122.4194155,37.7749295
33113,-122.4194155,37.7749295
33523,-122.4246535,37.798577
36081,-122.4194155,37.7749295
36151,-122.4194155,37.7749295
43830,-122.4194155,37.7749295
44631,-122.4194155,37.7749295
49007,-122.4246535,37.798577
50258,-122.4246535,37.798577
53286,-122.4246535,37.798577
53310,-122.4246535,37.798577
53505,-122.4246535,37.798577
55807,-122.4246535,37.798577
57355,-122.4246535,37.798577
57454,-122.4246535,37.798577
60552,-122.4194155,37.7749295
63057,-122.4246535,37.798577
63347,-122.4246535,37.798577
63475,-122.4246535,37.798577
63533,-122.4246535,37.798577
64066,-122.4246535,37.798577
64620,-122.4246535,37.798577
67024,-122.4194155,37.7749295
68655,-122.4246535,37.798577
69198,-122.4246535,37.798577
69483,-122.4246535,37.798577
70451,-122.4246535,37.798577
71801,-122.4194155,37.7749295
72607,-122.4246535,37.798577
72927,-122.4246535,37.798577
73144,-122.4246535,37.798577
73511,-122.4246535,37.798577
73781,-122.4194155,37.7749295
74564,-122.4194155,37.7749295
75276,-122.4246535,37.798577
75278,-122.4246535,37.798577
75431,-122.4194155,37.7749295
77683,-122.4246535,37.798577
78356,-122.4246535,37.798577
78620,-122.4246535,37.798577
79427,-122.4194155,37.7749295
80211,-122.4246535,37.798577
81027,-122.4246535,37.798577
81232,-122.4246535,37.798577
81246,-122.4246535,37.798577
83509,-122.4194155,37.7749295
84151,-122.4194155,37.7749295
85330,-122.4194155,37.7749295
85537,-122.4194155,37.7749295
86608,-122.4246535,37.798577
86964,-122.4246535,37.798577
87047,-122.4246535,37.798577
